file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,file,vowel,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3,soundname,intervalname,F1,F2,F3
seachtoo-2,a,592.1075229,1324.542354,2601.087393,seachtoo-2,o:,982.9550309,2219.924235,3381.776802,seachtoo-2,o,524.3668998,1434.817193,2597.752192,seachtoo-2,_,1298.429571,2463.607159,3438.604765,seachtoo-2,a,735.0940651,1715.641723,2753.901597,seachtoo-2,x,1158.186272,2095.127886,3128.008966,seachtoo-2,closure,1091.744187,2444.136542,3448.876583,seachtoo-2,t burst,422.3441771,1492.873276,2869.998373,seachtoo-2,o,458.9055585,1217.217422,2575.832411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo-3,a,696.224394,1604.536171,2615.706771,seachtoo-3,o:,1087.836801,2389.051658,3329.623305,seachtoo-3,o,469.5928363,1313.964964,2633.249617,seachtoo-3,_,1380.174824,2416.216309,3287.700633,seachtoo-3,a,695.7949769,1699.55551,2923.290193,seachtoo-3,x,853.6939007,2113.83638,3098.122903,seachtoo-3,_,1247.134578,2534.304818,3523.944111,seachtoo-3,o,508.7918915,1251.755913,2595.808687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtoo,a,441.5918177,1276.402087,2748.003918,seachtoo,o:,1420.705008,2557.354899,3543.818163,seachtoo,o,395.9340242,1028.594608,2841.939456,seachtoo,_,1452.56951,2430.405051,3318.127693,seachtoo,a,477.7801321,1441.745587,2665.546907,seachtoo,x,1067.189925,2114.220838,3045.508428,seachtoo,_,1429.909121,2576.103952,3354.800473,seachtoo,o,442.7706281,1131.5135,3076.431714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu-2,a,377.8956256,1146.944098,2624.849162,seachtuu-2,u:,430.1071111,1396.096414,2784.525967,seachtuu-2,_,1418.160016,2346.984371,3341.843384,seachtuu-2,a,629.8500549,1723.447053,2811.555198,seachtuu-2,x,906.7158095,1910.48043,2997.451478,seachtuu-2,closure,1273.983662,2549.072737,3431.311307,seachtuu-2,t burst,494.5988684,1556.648044,2838.926761,seachtuu-2,o,402.4784501,1159.943383,2600.58142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu-3,a,523.5211246,1632.587302,2884.213457,seachtuu-3,u:,414.1155658,1258.908697,2582.096006,seachtuu-3,_,1403.069632,2447.676498,3384.132335,seachtuu-3,a,650.7016575,1714.522636,2942.87636,seachtuu-3,x,1020.294604,2000.374678,3078.316335,seachtuu-3,closure,849.4426262,2328.781931,3234.865202,seachtuu-3,t burst,335.5078046,1613.449488,2828.671059,seachtuu-3,u,441.1993596,1224.066647,2557.219187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seachtuu,a,572.9231319,1247.902854,2699.832455,seachtuu,u:,389.584668,1111.062786,3165.082317,seachtuu,_,1477.245034,2295.715809,3251.767064,seachtuu,a,574.8572841,1447.075013,2819.456639,seachtuu,x,1014.660278,2274.635746,3327.098005,seachtuu,_,1083.719248,2502.29191,3438.800895,seachtuu,o,469.273032,1287.096592,2980.412145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach-2,e,433.2266428,1754.316281,2793.435215,seceach-2,ə,602.8108119,1658.053059,2779.158366,seceach-2,x,910.8573658,1845.466561,2964.103989,seceach-2,_,1623.477591,2509.421186,3453.471532,seceach-2,e,425.6812035,1941.12086,2840.095773,seceach-2,closure,903.0548872,2202.453663,3174.557111,seceach-2,k burst,1141.610326,2128.429184,3047.309845,seceach-2,_,500.9815806,1452.45793,2498.870306,seceach-2,x,987.4492584,2218.625596,3169.881116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach-3,e,367.9419295,1725.929834,2756.765388,seceach-3,ə,555.9758768,1706.322453,2963.416144,seceach-3,x,832.651522,1354.270542,2763.84225,seceach-3,_,1591.156287,2451.988968,3388.460898,seceach-3,e,329.3852067,1857.988864,3132.62946,seceach-3,closure,537.6967637,1925.283457,3079.23723,seceach-3,k_ burst,1365.451122,2202.861516,3418.511873,seceach-3,_,566.3784423,1601.513851,2922.858503,seceach-3,x,968.7792106,2439.770575,3515.501063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seceach,e,387.549808,1934.812117,3022.236814,seceach,ə,520.2090726,1471.383007,2688.118979,seceach,x,981.8204365,2026.417985,2969.482103,seceach,_,1260.308474,2341.536744,3361.752232,seceach,e,481.1310895,1739.10125,2947.700786,seceach,closure,1201.388045,2437.249935,3316.579024,seceach,k burst,1593.823374,2324.022281,3622.749532,seceach,_,606.655283,1515.056982,2712.385768,seceach,x,1153.562328,2066.516178,3070.58281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach-2,e:,383.8397991,1659.247902,2766.514346,seeseach-2,ə,1557.455443,2591.795528,3415.606832,seeseach-2,_,510.6437444,1338.759653,2362.00358,seeseach-2,x,889.9953501,1688.554522,2751.04053,seeseach-2,_,1582.178151,2441.425626,3391.422866,seeseach-2,e,469.2235147,1744.696779,2693.622959,seeseach-2,_,1163.714142,2303.553622,3229.90751,seeseach-2,_,617.720285,1655.606031,2709.057204,seeseach-2,x,1042.995365,2258.009175,3161.085796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach-3,e:,374.3813595,1997.767277,3186.969588,seeseach-3,ə,486.6586104,1716.372913,2790.47657,seeseach-3,x,1022.513982,2135.245108,3218.955462,seeseach-3,_,1570.943686,2438.038069,3277.09414,seeseach-3,e,375.2035334,1888.687973,3115.213832,seeseach-3,_,1705.605333,2466.014002,3361.635932,seeseach-3,_,475.9744138,1333.64841,2485.340438,seeseach-3,x,954.5693534,1865.742134,2845.779619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seeseach,e:,422.5017842,1550.849581,2746.42256,seeseach,ə,1646.073896,2453.95487,3390.465934,seeseach,_,693.3147918,1779.381781,2867.359483,seeseach,x,893.7444575,2240.097653,3216.798814,seeseach,_,1498.069397,2474.317108,3384.357862,seeseach,e,442.0264134,1630.935689,2718.339164,seeseach,_,1361.026303,2386.537272,3246.772194,seeseach,_,526.5751974,1345.019787,2567.02296,seeseach,x,1008.072419,2386.31682,3431.161162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee-2,i:,306.3896434,2146.794911,3093.76821,siicee-2,e:,460.63748,1504.653198,2768.160339,siicee-2,_,1823.444732,2694.028116,3454.611107,siicee-2,i,295.8704932,2138.702126,3042.443572,siicee-2,closure,750.1938772,2308.647299,3229.17822,siicee-2,k burst,1212.806793,2294.173497,3126.955395,siicee-2,e,488.3608539,1711.340964,2873.271895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee-3,i:,304.2295731,1907.744349,2932.465117,siicee-3,e:,494.2558537,1798.538237,2823.893875,siicee-3,_,1335.114393,2454.556158,3351.751652,siicee-3,i,303.1440943,2136.16722,3204.81844,siicee-3,closure,1209.064466,2207.334754,3349.778759,siicee-3,k burst,1585.344648,2454.434851,3593.841897,siicee-3,e,391.9816256,1627.90308,2754.093514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siicee,i:,313.8685844,2071.899215,3186.161299,siicee,e:,392.3400807,1721.786011,2767.01074,siicee,_,1560.122591,2616.836427,3334.164141,siicee,i,300.1866639,2144.151481,3141.8197,siicee,closure,733.8102288,2015.165064,2596.64842,siicee,k burst,1452.270287,2307.946862,3170.795142,siicee,e,364.916558,1881.486271,3044.842674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa-2,o,562.5145809,1582.080123,2807.763586,siopa-2,ə,514.6506887,1460.880604,2755.665121,siopa-2,_,1396.838941,2348.307939,3281.098668,siopa-2,_,397.095583,1329.614308,2487.419591,siopa-2,closure,544.0870679,1551.901162,3016.181147,siopa-2,p burst,283.0239385,1284.613812,2462.756255,siopa-2,_,561.4852712,1635.560113,2943.062921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa-3,o,418.7053547,1402.61943,2448.501851,siopa-3,ə,573.4919617,1475.256488,2868.877834,siopa-3,_,1403.105195,2280.300863,3255.881206,siopa-3,_,448.6485997,1393.428283,2655.964105,siopa-3,closure,484.364155,1538.52908,3081.450854,siopa-3,p burst,517.1678155,1518.064389,2809.687346,siopa-3,_,428.4175545,1367.633821,2620.380563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siopa,o,386.2327699,1215.725821,2422.725886,siopa,ə,645.9512488,1575.475932,2822.461817,siopa,_,1430.094985,2505.33916,3356.720016,siopa,creak,415.7494793,1302.134604,2682.776326,siopa,closure,1116.800644,2299.26342,3518.000164,siopa,p burst,611.0729633,1467.653382,2963.956,siopa,_,433.4269663,1202.016801,2467.066121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa-2,o:,525.2207276,1364.479236,2506.170596,soopa-2,ə,543.144998,1212.541892,2621.319134,soopa-2,s,1525.401819,2709.512172,3550.065191,soopa-2,o,504.874109,1329.648853,2517.199277,soopa-2,closure,504.5937147,1845.996113,3146.949567,soopa-2,p burst,503.2408916,1741.315233,3015.815011,soopa-2,_,412.824799,1432.492994,2712.493435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa-3,o:,523.2861405,1372.033978,2322.675312,soopa-3,ə,541.9121592,1299.11224,2548.203556,soopa-3,s,1377.887016,2582.700678,3590.265459,soopa-3,o,498.0739395,1376.271553,2617.6795,soopa-3,closure,594.9077287,1876.514223,3259.691702,soopa-3,p burst,638.6574298,1787.862084,2998.041937,soopa-3,_,344.7686219,1141.685704,2734.371442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soopa,o:,492.4842293,1333.322968,2387.603562,soopa,ə,566.782529,1606.93896,2808.39862,soopa,s,1028.303723,2400.762489,3354.768574,soopa,o,400.4833499,1137.87117,2307.904866,soopa,closure,635.6500131,2232.144619,3304.724832,soopa,p burst,399.7461275,1471.774102,2744.633908,soopa,_,528.3961615,1421.187813,2802.040792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachpaa-2,a,640.1834612,1696.707524,2945.243159,tachpaa-2,a:,655.2458741,1644.19682,2688.918975,tachpaa-2,closure,998.9621653,2210.074026,3508.19943,tachpaa-2,t burst,635.339615,1820.433881,2995.439435,tachpaa-2,a,699.3750445,1617.324153,2888.334847,tachpaa-2,x,1019.729378,2457.675476,3521.316794,tachpaa-2,closure,840.4032304,1963.983751,3213.882696,tachpaa-2,p burst,551.9284264,1563.471726,2891.162758,tachpaa-2,a,707.7473543,1614.098006,2761.004715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachpaa-3,a,724.3783189,1648.568548,2837.199835,tachpaa-3,a:,549.8729197,1383.877121,2729.458409,tachpaa-3,closure,908.3523077,2388.203238,3531.434632,tachpaa-3,t burst,689.0041408,1573.430268,2949.775917,tachpaa-3,a,758.8969371,1802.579821,2750.446332,tachpaa-3,x,786.60152,1437.440827,2872.495578,tachpaa-3,closure,1050.72247,2516.058369,3513.397124,tachpaa-3,p burst,271.8952705,1307.871739,2624.702468,tachpaa-3,a,569.8944319,1423.771981,2686.478897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachpaa,a,652.8380752,1452.732704,2551.442198,tachpaa,a:,518.388828,1242.540152,2816.539045,tachpaa,closure,1043.543906,2589.276035,3542.575841,tachpaa,t burst,709.7439797,2009.744574,3029.957011,tachpaa,a,579.4345024,1404.423263,2773.501998,tachpaa,x,851.9435709,2277.363414,3206.83686,tachpaa,closure,944.4408659,2425.877931,3424.852741,tachpaa,p burst,309.5845637,1281.45078,2538.240949,tachpaa,a,583.3357247,1291.880373,2635.7545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachta-2,a,664.2198444,1346.944803,2556.938057,tachta-2,ə,606.485391,1671.1115,2523.740059,tachta-2,x,916.6989448,1824.164324,2977.5989,tachta-2,closure,783.5108996,2036.039671,3107.946705,tachta-2,t burst,843.2765726,1967.322333,3022.962132,tachta-2,a,694.1225739,1359.617281,2557.570265,tachta-2,x,1146.525032,2047.340591,3329.498085,tachta-2,closure,1178.493061,2331.384985,3332.20362,tachta-2,t burst,921.5545241,2003.032322,3220.313557,tachta-2,_,494.6794514,1551.923842,2777.850626,,,,,,,,,,,,,,,,,,,,,,,,,
tachta-3,a,701.1696867,1664.028553,2785.109399,tachta-3,ə,667.113642,1661.93203,2825.674421,tachta-3,closure,564.4130298,2327.958844,3305.757225,tachta-3,t burst,1109.4144,2326.678634,3131.70249,tachta-3,a,654.9167129,1595.027536,2794.53971,tachta-3,x,1044.14554,2126.154344,3161.733473,tachta-3,_,1221.892412,2538.420605,3454.602975,tachta-3,_,567.3949772,1566.339269,2845.642895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachta,a,727.0500022,1685.764234,2831.952195,tachta,ə,620.9351331,1649.861814,2809.796524,tachta,closure,794.4982399,2297.157121,3424.40039,tachta,t burst,932.2625828,2091.98161,3152.557647,tachta,a,663.8037954,1625.605682,2741.137329,tachta,x,1172.158093,2054.604199,3121.744211,tachta,_,1576.187163,2602.560025,3615.253486,tachta,_,415.5586796,1483.571654,2716.82886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tachtach-2,a,669.888094,1675.98054,2566.229541,tachtach-2,ə,551.9063503,1380.956269,2595.685542,tachtach-2,x,1051.340386,2460.681664,3351.401738,tachtach-2,closure,1008.746445,2440.486215,3407.39324,tachtach-2,t burst,516.0869434,1491.772609,2857.659425,tachtach-2,a,663.8758478,1599.611284,2671.086628,tachtach-2,x,979.5843472,1973.690731,2954.063479,tachtach-2,_,1289.037364,2699.782571,3546.58939,tachtach-2,_,520.0229672,1236.722588,2513.686323,tachtach-2,x,1006.350559,2396.315906,3258.0981,,,,,,,,,,,,,,,,,,,,,,,,,
tachtach-3,a,790.6327287,1597.506021,2743.320362,tachtach-3,ə,626.3896915,1505.305573,2793.998884,tachtach-3,x,941.8333008,2080.007165,2868.165312,tachtach-3,closure,834.2403563,2173.394634,3268.054132,tachtach-3,t burst,371.0432391,1467.27205,2729.930517,tachtach-3,a,774.3344148,1765.045882,2990.352398,tachtach-3,x,1006.468359,2055.241621,3053.201948,tachtach-3,closure,1463.12852,2573.15867,3632.689047,tachtach-3,t burst,898.8520357,1942.356102,3170.276509,tachtach-3,_,580.1245487,1465.388054,2870.490235,tachtach-3,x,1003.488043,2104.12392,3034.944367,,,,,,,,,,,,,,,,,,,,
tachtach,a,749.0311979,1539.929062,2773.672645,tachtach,ə,520.7021012,1128.793933,2610.99469,tachtach,x,1050.748941,2218.492594,3127.248135,tachtach,closure,753.4332816,2310.252977,3207.779442,tachtach,t burst,721.2003726,1921.002534,3093.281495,tachtach,a,755.7264496,1760.483502,2640.459485,tachtach,x,815.3107463,1821.039218,2991.774459,tachtach,closure,1223.876731,2676.73072,3523.449168,tachtach,t burst,462.6060555,1586.416436,2771.08897,tachtach,_,496.1691439,1209.977666,2593.636061,tachtach,x,911.8078524,2241.93092,3191.327178,,,,,,,,,,,,,,,,,,,,
tacii-2,a,561.7513456,1443.357734,2821.910139,tacii-2,i:,292.9629601,2031.056329,3018.895677,tacii-2,closure,452.4634351,1608.118218,2948.541952,tacii-2,t burst,712.2822982,1905.31103,2967.271238,tacii-2,a,516.8498541,1539.795277,2867.315736,tacii-2,closure,832.8678989,1655.404258,2988.942353,tacii-2,k burst,1369.352042,2235.06899,3172.705191,tacii-2,i,311.2153154,1779.818234,2907.424368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacii-3,a,543.5531661,1450.59829,2468.785569,tacii-3,i:,357.5283785,1676.914924,2869.552047,tacii-3,closure,1173.781441,2506.619218,3492.895033,tacii-3,t burst,523.4258915,1716.395331,2858.760718,tacii-3,a,525.5080273,1558.734161,2456.847387,tacii-3,closure,892.8879545,1755.076152,3070.858872,tacii-3,k burst,1267.777476,2161.509281,3015.052125,tacii-3,i,305.5453843,2010.449523,2819.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacii,a,610.5464691,1527.63381,2759.798358,tacii,i:,268.6025713,2121.613427,3034.068506,tacii,closure,942.836566,2607.12638,3572.192214,tacii,t burst,638.6299427,1721.801711,2905.311239,tacii,a,506.8806279,1285.743681,2795.300252,tacii,closure,696.0733504,1618.729789,3052.076948,tacii,k burst,753.7245975,1807.347854,2754.481489,tacii,i,291.337087,2078.884837,3018.889852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacuu-2,a,614.6764956,1429.959904,2448.079605,tacuu-2,u:,411.6542995,1189.918445,2676.523434,tacuu-2,closure,1270.93165,2659.424158,3507.785276,tacuu-2,t burst,585.274973,1554.744033,3032.297218,tacuu-2,a,540.6027051,1594.733349,2691.214934,tacuu-2,closure,768.0635888,1676.806392,2993.660251,tacuu-2,k burst,844.8628209,1270.460816,2699.186984,tacuu-2,u,351.8488901,1264.213485,2652.371835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacuu-3,a,623.85187,1502.426607,2800.721559,tacuu-3,u:,419.2072461,1178.748431,2751.297357,tacuu-3,closure,891.1926893,2252.830311,3311.197475,tacuu-3,t burst,1202.829867,2245.468593,3304.299766,tacuu-3,a,547.9778092,1584.514038,2529.060876,tacuu-3,closure,702.7650744,1544.830625,3016.716312,tacuu-3,k burst,1125.031312,2205.331068,3164.166266,tacuu-3,o,436.135508,1207.399093,2813.743884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacuu,a,515.8293919,1481.375472,2685.363169,tacuu,u:,325.5767684,1032.649795,2666.246198,tacuu,closure,837.6321641,2380.152609,3367.304591,tacuu,t burst,736.0859245,1851.068705,3087.482119,tacuu,a,563.2517471,1419.704834,2725.256987,tacuu,closure,685.285944,1451.506799,2888.036066,tacuu,k burst,775.9680175,1423.947699,2923.563898,tacuu,u,320.3205398,1046.929377,2622.014236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosach-2,ə,269.658257,1437.940527,2818.570094,tosach-2,a,596.7576864,1271.808281,2449.77991,tosach-2,x,948.6053559,1730.158214,2978.403406,tosach-2,closure,917.6507804,2238.809136,3424.936633,tosach-2,t burst,679.4629809,1940.428807,3112.349991,tosach-2,_,274.3984414,1303.80152,2988.326855,tosach-2,s,1347.986636,2578.77993,3580.998138,tosach-2,a,660.2369902,1464.300709,2561.353943,tosach-2,x,976.9853821,2004.33708,3007.034931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosach-3,ə,344.4448828,1251.171889,2604.147048,tosach-3,a,693.1623958,1446.304881,2415.834616,tosach-3,x,868.499852,1315.785785,2797.767099,tosach-3,closure,1263.447958,2642.198512,3399.531765,tosach-3,t burst,711.5341454,1996.973375,3233.435323,tosach-3,_,294.1911,1515.197492,3007.684677,tosach-3,s,1309.589168,2648.064607,3597.068128,tosach-3,a,645.271673,1398.143653,2779.826029,tosach-3,x,943.5307593,1615.968787,3093.343802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosach,ə,437.8134405,1474.6408,2992.72102,tosach,a,640.4398496,1373.965104,2670.979467,tosach,x,941.1016168,2453.437344,3356.221675,tosach,closure,867.3509871,2352.57568,3530.288363,tosach,t burst,584.9761198,1943.229781,3176.126161,tosach,_,332.3965707,1499.075867,3023.648532,tosach,s,1241.665106,2605.829436,3501.892158,tosach,a,649.1348172,1440.810747,2847.626526,tosach,x,773.3967456,1288.650457,2870.761078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosii-2,o,625.8932711,1600.458909,2788.999902,tosii-2,i:,352.0403259,1920.941059,2961.227682,tosii-2,closure,1150.919482,2568.681856,3677.639333,tosii-2,t burst,741.2650818,1964.624159,3202.233092,tosii-2,a,523.3292964,1586.646421,2689.953026,tosii-2,s,1355.546802,2693.170309,3540.226138,tosii-2,i,320.7661541,1774.066801,2925.680735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosii-3,o,489.2698486,1513.375848,2736.880622,tosii-3,i:,345.0715749,2022.931355,3016.158173,tosii-3,closure,968.8557193,2629.613405,3636.744293,tosii-3,t burst,818.5620566,2024.116025,3164.539614,tosii-3,_,476.2080909,1447.186799,2416.54319,tosii-3,s,1386.701363,2631.608804,3428.5211,tosii-3,i,340.2892843,1796.570208,2992.538682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tosii,o,632.0385539,1582.737472,2872.871632,tosii,i:,316.6501289,1851.701202,3028.591753,tosii,closure,904.2286906,2191.135865,3370.505225,tosii,t burst,812.6776507,1906.894258,3117.700396,tosii,_,470.5812241,1565.051194,2735.182813,tosii,s,1445.536646,2678.774085,3443.360534,tosii,i,317.7031076,1945.968737,2995.749789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuutach-2,u:,555.893572,1577.38159,2749.153234,tuutach-2,ə,514.7727376,1199.929447,2855.701209,tuutach-2,x,908.4066936,1879.561765,3017.06678,tuutach-2,closure,1220.115666,2692.440404,3480.977277,tuutach-2,t burst,665.2806734,1783.727233,3118.463938,tuutach-2,u,427.1261559,1297.006293,2643.66792,tuutach-2,closure,1313.790526,2566.933596,3435.715271,tuutach-2,t burst,1026.012934,2395.013053,3283.904363,tuutach-2,_,558.5952096,1518.291137,2847.40437,tuutach-2,x,1013.029461,2513.380744,3400.990379,,,,,,,,,,,,,,,,,,,,,,,,,
tuutach-3,u:,376.9533951,1181.241187,2604.450542,tuutach-3,ə,538.5871615,1179.24881,2752.922757,tuutach-3,x,970.4326407,2043.215785,3057.858337,tuutach-3,closure,925.8668104,2337.755215,3255.192442,tuutach-3,t burst,760.9564682,1991.616264,3157.417266,tuutach-3,u,372.8398057,1263.15403,2549.690292,tuutach-3,closure,1396.357132,2622.524023,3495.737182,tuutach-3,t burst,507.8029945,1605.872626,2989.012819,tuutach-3,_,472.1067854,1313.972834,2719.427915,tuutach-3,x,885.2977111,2126.108,3382.796196,,,,,,,,,,,,,,,,,,,,,,,,,
tuutach,u:,458.7521724,1299.718883,2668.44484,tuutach,ə,561.6390984,1474.716187,2638.280777,tuutach,x,869.7883737,2133.425516,3185.423701,tuutach,closure,1189.370295,2595.427956,3555.528922,tuutach,t burst,614.3984842,1676.884913,2969.139786,tuutach,u,332.2148818,1265.489148,2535.246449,tuutach,closure,1054.845825,2359.080856,3623.991677,tuutach,t burst,632.0549662,1771.283508,3094.403523,tuutach,_,602.084519,1542.434907,2948.028803,tuutach,x,981.9747841,2624.796986,3571.226311,,,,,,,,,,,,,,,,,,,,,,,,,
vootii-2,o:,497.171595981136,1309.55433005483,2391.68943629303,vootii-2,i:,306.0979791,2040.229658,3054.859238,vootii-2,o,517.8047058,1581.830744,2409.01236,vootii-2,closure,911.508978,2215.056712,3333.93503,vootii-2,t,232.4611052,1535.204234,2762.634178,vootii-2,i,354.2054725,1586.695921,2764.588936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vootii-3,o:,420.61464104238,1261.49388804842,2341.87670117452,vootii-3,i:,301.6342383,2048.45204,2968.195867,vootii-3,o,431.9317296,1242.845552,2438.115928,vootii-3,closure,674.5240487,2294.198303,3210.003516,vootii-3,t burst,1002.060384,2362.96933,3484.326813,vootii-3,i,353.6692971,1892.989109,2983.588813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vootii,o:,483.422216581249,1112.25617254278,2312.53083913873,vootii,i:,312.2965037,1935.547014,2996.804391,vootii,o,429.557985,1284.584595,2743.426427,vootii,closure,727.8162667,2204.664488,3244.050087,vootii,t burst,948.3941248,2212.106882,3381.204457,vootii,i,278.4078231,1995.450273,2768.353578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
