File,1-O1_closure,Normalized,1-O1_burst,Normalized,1-V1,Normalized,1-x1,Normalized,1-O2_closure,Normalized,1-O2_remainder,Normalized,1-V2,Normalized,1-x2,Normalized,2-O1_closure,Normalized,2-O1_burst,Normalized,2-V1,Normalized,2-x1,Normalized,2-O2_closure,Normalized,2-O2_remainder,Normalized,2-V2,Normalized,2-x2,Normalized
gaxto_-3.TextGrid,closure,91.11617312,d burst,12.5284738,a,130.9794989,x,105.9225513,closure,108.2004556,t burst,30.75170843,o:,291.571754,,0,closure,36.90851735,g burst,44.47949527,a,108.8328076,x,77.60252366,closure,105.0473186,t burst,33.12302839,o,224.2902208,,0
g_tax.TextGrid,closure,80.33826638,g burst,54.96828753,_,44.397463,,0,closure,114.1649049,t burst,67.65327696,a,128.9640592,x,310.782241,,0,g burst,30.94170404,_,34.30493274,,0,closure,84.08071749,t burst,24.21524664,a,111.6591928,x,108.9686099
g_tax-2.TextGrid,closure,96.5583174,g burst,34.416826,_,40.15296367,,0,closure,110.8986616,t burst,43.97705545,a,125.2390057,x,274.3785851,closure,66.66666667,g burst,74.66666667,_,65.33333333,,0,closure,134.6666667,t burst,89.33333333,a,173.3333333,x,274.6666667
g_tax-3.TextGrid,closure,102.1021021,g burst,53.05305305,_,48.04804805,,0,closure,113.1131131,t burst,35.03503504,a,108.1081081,x,261.2612613,closure,33.2103321,g burst,46.49446494,_,45.38745387,,0,closure,121.7712177,t burst,42.06642066,a,143.9114391,x,251.2915129
hak_.TextGrid,,0,h,94.00705053,a,92.8319624,,0,closure,136.3102233,k burst,104.5828437,_,113.9835488,,0,,0,h,57.35294118,a,103.6764706,,0,closure,133.4558824,k burst,62.86764706,_,112.5,,0
hak_-2.TextGrid,,0,h,90.30418251,a,74.14448669,,0,closure,122.6235741,k burst,46.57794677,_,111.21673,,0,,0,h,173.877551,a,106.5306122,,0,closure,139.5918367,k burst,68.57142857,_,88.16326531,,0
hak_-3.TextGrid,,0,h,74.07407407,a,101.1743451,,0,closure,118.33785,k burst,72.26738934,_,103.8843722,,0,,0,h,96.875,a,134.375,,0,closure,100,k burst,84.375,_,103.125,,0
h_t_x.TextGrid,,0,h,105.5846422,i,58.46422339,,0,closure,91.62303665,t burst,44.5026178,_,92.495637,x,272.2513089,,0,h,88.23529412,i,75,,0,closure,108.0882353,t burst,56.25,_,69.48529412,x,232.7205882
h_t_x-2.TextGrid,,0,h,68.26568266,i,36.900369,,0,closure,102.398524,t burst,44.2804428,_,84.87084871,x,219.5571956,,0,h,73.4939759,i,102.4096386,,0,closure,109.6385542,t burst,48.19277108,_,120.4819277,x,204.8192771
h_t_x-3.TextGrid,,0,h,53.88601036,i,61.13989637,,0,closure,106.7357513,t burst,44.55958549,_,61.13989637,x,208.2901554,,0,h,105.4054054,i,78.37837838,,0,closure,121.6216216,t burst,72.97297297,_,100,x,163.5135135
hu_t_x.TextGrid,,0,h,84.49197861,u:,98.39572193,,0,closure,103.7433155,t burst,41.71122995,_,93.04812834,x,291.9786096,,0,h,50.4587156,u,110.0917431,,0,closure,71.55963303,t burst,39.44954128,_,70.64220183,x,152.293578
hu_t_x-2.TextGrid,,0,h,108.1081081,u:,86.87258687,,0,closure,75.28957529,t burst,53.08880309,_,77.22007722,x,263.5135135,,0,h,87.6,u,122.4,,0,closure,110.4,t burst,42,_,117.6,x,183.6
hu_t_x-3.TextGrid,,0,h,106,u:,69,,0,closure,95,t burst,38,_,68,x,283,,0,h,88.01652893,u,150,,0,closure,97.9338843,t burst,48.34710744,_,120.2479339,x,193.3884298
l_axt_x.TextGrid,,0,l,252.2026432,¾,96.91629956,x,177.3127753,closure,107.9295154,t burst,22.02643172,_,52.86343612,x,333.7004405,,0,l,214.973262,¾,160.4278075,x,168.4491979,closure,145.9893048,t burst,54.54545455,_,56.14973262,x,311.2299465
l_axt_x-2.TextGrid,,0,l_,61.36950904,a,61.36950904,x,56.84754522,,0,_,104.005168,_,47.80361757,x,239.0180879,,0,l_,54.48577681,a,58.42450766,x,51.85995624,closure,59.73741794,t burst,13.78555799,_,51.20350109,x,113.5667396
l_axt_x-3.TextGrid,,0,l,109.8527746,¾,112.1177803,x,147.2253681,closure,121.1778029,t burst,23.78255946,_,70.21517554,x,419.0260476,,0,l,225.4054054,¾,171.8918919,x,149.1891892,closure,150.8108108,t burst,22.7027027,_,108.6486486,x,240
pa_p_.TextGrid,closure,114.7342995,p burst,49.51690821,a:,247.5845411,,0,closure,136.47343,p burst,53.14009662,_,129.2270531,,0,closure,142.6229508,p burst,121.3114754,a,272.1311475,,0,closure,196.7213115,p burst,54.09836066,_,119.6721311,,0
pa_p_-2.TextGrid,closure,119.4644696,p burst,70.03089598,a:,190.5252317,,0,closure,123.5839341,p burst,43.25437693,_,140.061792,,0,closure,38.23529412,p burst,118.627451,a,145.0980392,,0,closure,137.254902,p burst,31.37254902,_,101.9607843,,0
pa_p_-3.TextGrid,closure,136.1058601,p burst,84.12098299,a:,138.9413989,,0,closure,123.8185255,p burst,20.79395085,_,104.9149338,,0,closure,83.51648352,p burst,87.91208791,a,178.021978,,0,closure,132.967033,_,134.0659341,,0,,0
pa_ti_.TextGrid,closure,102.7278003,p burst,70.80673244,a:,94.60243761,,0,closure,70.80673244,t burst,27.85838654,i:,198.4910041,,0,closure,95.77464789,p burst,102.8169014,a,216.9014085,,0,closure,163.3802817,t burst,45.07042254,i,253.5211268,,0
pa_ti_-2.TextGrid,closure,133.192389,p burst,79.28118393,a:,159.6194503,,0,,0,_,146.9344609,i:,427.0613108, ,0,closure,131.3304721,p burst,81.11587983,a,194.4206009,,0,,0,_,181.5450644,i,262.6609442,,0
pa_ti_-3.TextGrid,closure,113.7387387,p burst,74.32432432,a:,167.7927928,,0,closure,119.3693694,t burst,56.30630631,i:,297.2972973,,0,closure,112.1495327,p burst,105.1401869,a,201.8691589,,0,,0,_,213.0841121,i,234.1121495,,0
paxt_.TextGrid,closure,105.6985294,p burst,42.27941176,a,70.77205882,x,115.8088235,closure,90.99264706,t burst,22.97794118,_,98.34558824,,0,closure,102.1834061,p burst,99.56331878,a,93.01310044,x,148.0349345,closure,121.8340611,t burst,47.16157205,_,140.1746725,,0
paxt_-2.TextGrid,closure,114.379085,p burst,86.05664488,a,61.00217865,x,157.9520697,closure,129.6296296,t burst,16.33986928,_,159.0413943,,0,closure,84.28571429,p burst,88.57142857,a,155.7142857,x,77.14285714,closure,154.2857143,t burst,37.14285714,_,165.7142857,,0
paxt_-3.TextGrid,closure,82.73009307,p burst,29.98965874,a,138.5729059,x,75.49120993,closure,130.2998966,t burst,25.85315408,_,143.7435367,,0,closure,78.13953488,p burst,96.27906977,a,147.9069767,x,104.6511628,,0,_,189.7674419,_,142.3255814,,0
paxt_x.TextGrid,closure,181.4595661,p burst,112.4260355,a,71.99211045,x,116.3708087,closure,133.1360947,t burst,14.79289941,_,45.36489152,x,228.7968442,closure,96.875,p burst,41.66666667,a,86.45833333,x,87.5,closure,84.375,t burst,39.58333333,_,69.79166667,x,138.5416667
paxt_x-2.TextGrid,closure,114.3724696,p burst,55.66801619,a,102.2267206,x,129.5546559,closure,89.06882591,t burst,23.27935223,_,96.15384615,x,268.2186235,closure,82.75862069,p burst,106.0344828,a,116.3793103,x,91.81034483,closure,133.1896552,t burst,38.79310345,_,117.6724138,x/breathiness,59.48275862
paxt_x-3.TextGrid,closure,129.468599,p burst,67.63285024,a,74.39613527,x,68.59903382,closure,108.2125604,t burst,17.39130435,_,83.09178744,x,355.5555556,closure,100.4464286,p burst,64.28571429,a,129.9107143,x,77.67857143,,0,_,172.7678571,_,91.07142857,x,170.0892857
paxti_.TextGrid,closure,127.6595745,p burst,58.5106383,a,92.55319149,x,165.9574468,closure,57.44680851,t burst,35.10638298,i:,193.6170213,,0,closure,97.46835443,p burst,55.69620253,a,145.5696203,x,69.62025316,closure,129.1139241,t burst,26.58227848,i,197.4683544,,0
paxti_-2.TextGrid,closure,84.03361345,p burst,53.57142857,a,94.53781513,x,85.08403361,,0,_,139.7058824,i:,233.1932773,,0,closure,56.89655172,p burst,104.7413793,a,115.0862069,x,89.22413793,,0,_,153.8793103,i,232.7586207,,0
paxti_-3.TextGrid,closure,107.9478055,p burst,49.82206406,a,137.603796,x,90.15421115,,0,_,163.7010676,i:,429.4187426,,0,closure,56.1752988,p burst,77.68924303,a,99.20318725,x,81.2749004,closure,100.3984064,t burst,41.83266932,i,331.0756972,,0
pi_s_.TextGrid,closure,156.122449,p burst,110.2040816,i:,127.5510204,,0,,0,s,197.9591837,_,107.1428571,,0,closure,120.2643172,p burst,95.15418502,i,138.7665198,,0,,0,s,200.8810573,_,103.0837004,,0
pi_s_-2.TextGrid,closure,151.8386714,p burst,94.89916963,i:,124.5551601,,0,,0,s,252.6690391,_,87.78173191,,0,closure,98.05825243,p burst,69.90291262,i,132.038835,,0,,0,s,160.1941748,_,74.75728155,,0
pi_s_-3.TextGrid,closure,144.0377804,p burst,127.5088548,i:,127.5088548,,0,,0,s,236.1275089,_,92.08972845,,0,closure,120.5240175,p burst,96.94323144,i,159.8253275,,0,,0,s,220.0873362,_,95.63318777,,0
po_k_.TextGrid,closure,137.6884422,p burst,97.48743719,o:,138.6934673,,0,closure,134.6733668,k burst,66.33165829,_,144.7236181,,0,closure,84.84848485,p burst,87.87878788,o,135.3535354,,0,closure,112.1212121,k burst,60.60606061,_,73.73737374,,0
po_k_-2.TextGrid,closure,106.5032988,p burst,53.72290292,o:,146.0885957,,0,closure,113.1008483,k burst,55.60791706,_,147.0311027,,0,closure,103.2786885,p burst,99.59016393,o,186.8852459,,0,closure,145.0819672,k burst,70.08196721,_,137.704918,,0
po_k_-3.TextGrid,closure,116.6837257,k burst,61.41248721,o:,156.6018424,,0,closure,106.4483112,k burst,54.24769703,_,103.3776868,,0,closure,141.9753086,p burst,88.88888889,o,182.7160494,,0,closure,149.382716,k burst,69.13580247,_,108.6419753,,0
pot_.TextGrid,closure,121.4495593,p burst,100.8814887,_,30.36238981,,0,closure,141.0381978,t burst,38.19784525,_,92.06660137,,0,closure,107.8512397,p burst,96.69421488,_,96.69421488,,0,,0,_,242.9752066,_,115.2892562,,0
pot_-2.TextGrid,closure,130.6930693,p burst,57.42574257,_,77.22772277,,0,closure,128.7128713,t burst,30.69306931,_,105.9405941,,0,closure,80.48780488,p burst,132.7526132,_,61.67247387,,0,closure,155.7491289,t burst,36.58536585,_,108.7108014,,0
pot_-3.TextGrid,closure,124.1241241,p burst,56.05605606,_,63.06306306,,0,closure,137.1371371,t burst,32.03203203,_,105.1051051,,0,closure,138.1742739,p burst,94.60580913,_,68.46473029,,0,closure,180.4979253,t burst,68.46473029,_,115.7676349,,0
_axp_.TextGrid,,0,_,163.4182909,a,58.47076462,x,84.70764618,closure,93.70314843,p burst,20.23988006,_,52.47376312,,0,,0,_,203.3333333,a,93.33333333,x,147.7777778,closure,125.5555556,p burst,43.33333333,_,77.77777778,,0
_axp_-2.TextGrid,,0,_,225.6944444,a,82.17592593,x,137.7314815,closure,101.8518519,p burst,35.87962963,_,115.7407407,,0,,0,_,173.8636364,_,95.45454545,x,75,closure,102.2727273,p burst,39.77272727,_,150,,0
_axp_-3.TextGrid,,0,_,187.1476888,a,105.9751973,x,76.66290868,closure,117.2491545,p burst,38.33145434,_,100.3382187,,0,,0,_,196.744186,a,121.3953488,x,117.2093023,closure,157.6744186,p burst,34.88372093,_,132.5581395,,0
_axt_x.TextGrid,,0,_,181.0613944,a,60.35379813,x,109.2611863,closure,95.73361082,t burst,20.81165453,_,35.3798127,x,296.566077,,0,_,216.9902913,a,109.223301,x,132.5242718,closure,147.0873786,t burst,27.66990291,_,71.3592233,x,251.9417476
_axt_x-2.TextGrid,,0,_,190.5274489,a,76.4262648,x,144.2411195,closure,80.73196986,t burst,22.60495156,_,79.6555436,x,271.2594187,,0,_,205.3278689,a,113.1147541,x,97.13114754,closure,127.8688525,t burst,27.04918033,_,76.2295082,x,148.7704918
_axt_x-3.TextGrid,,0,_,131.74946,a,54.71562275,x,68.39452844,closure,71.27429806,t burst,15.1187905,_,44.63642909,x,162.7069834,,0,_,217.8082192,a,108.2191781,x,116.4383562,closure,150.6849315,t burst,28.76712329,_,112.3287671,x,195.890411
_a_p_x.TextGrid,,0,_,165.2340019,a:,175.7402101,,0,closure,93.60076409,p burst,23.87774594,_,51.57593123,x,218.7201528,,0,_,111.8518519,a,112.5925926,,0,closure,65.92592593,p burst,23.7037037,_,54.07407407,x,59.25925926
_a_p_x-2.TextGrid,,0,_,180.4180418,a:,203.520352,,0,closure,102.310231,p burst,34.10341034,_,51.70517052,x,272.8272827,,0,_,203.6697248,a,236.6972477,,0,closure,122.4770642,p burst,42.66055046,_,96.33027523,x,152.7522936
_a_p_x-3.TextGrid,,0,_,209.3253968,a:,173.6111111,,0,closure,97.22222222,p burst,40.67460317,_,35.71428571,x,272.8174603,,0,_,258.3732057,a,248.3253589,,0,closure,133.492823,p burst,40.19138756,_,80.38277512,x,310.0478469
sa_su_.TextGrid,,0,s,223.5682819,a:,172.907489,,0,,0,s,209.2511013,u:,214.7577093,,0,,0,s,192.5,a,212.5,,0,,0,s,202.5,u,216.25,,0
sa_su_-2.TextGrid,,0,s,213.1931166,a:,149.1395793,,0,,0,s,185.4684512,u:,367.1128107,,0,,0,s,166.539924,a,173.3840304,,0,,0,s,176.8060837,u,222.4334601,,0
sa_su_-3.TextGrid,,0,s,215.4989384,a:,174.0976645,,0,,0,s,193.2059448,u:,360.9341826,,0,,0,s,234.0517241,a,209.4827586,,0,,0,s,213.362069,u,280.6034483,,0
sati_.TextGrid,,0,s,217.1945701,a,144.7963801,,0,closure,118.7782805,t burst,28.28054299,i:,322.39819,,0,,0,s,42.76795005,a,40.58272633,,0,closure,30.90530697,t burst,12.48699272,i,64.30801249,,0
sati_-2.TextGrid,,0,s,221.6441207,a,166.4932362,,0,closure,117.5858481,t burst,42.66389178,i:,210.1977107,,0,,0,s,510,a,436.3636364,,0,closure,335.4545455,t burst,95.45454545,i,507.2727273,,0
sati_-3.TextGrid,,0,s,218.479307,a,132.8200192,,0,closure,88.5466795,t burst,54.86044273,i:,263.7151107,,0,,0,s,275.5656109,a,175.1131222,,0,closure,160.1809955,t burst,57.01357466,i,223.9819005,,0
_axsi_.TextGrid,,0,_,187.5,a,71.02272727,x,120.2651515,,0,s,190.3409091,i:,171.4015152,,0,,0,_,219.1176471,a,126.4705882,x,82.35294118,,0,s,264.7058824,i,208.8235294,,0
_axsi_-2.TextGrid,,0,_,197.6744186,a,75.05285412,x,119.4503171,,0,s,212.4735729,i:,278.012685,,0,,0,_,197.4358974,a,121.7948718,x,103.8461538,,0,s,214.1025641,i,212.8205128,,0
_axsi_-3.TextGrid,,0,_,205.6277056,a,75.75757576,x,126.6233766,,0,s,200.2164502,i:,284.6320346,,0,,0,_,282.1782178,a,108.4158416,x,154.4554455,,0,s,267.3267327,i,253.960396,,0
_axto_.TextGrid,,0,_,191.627907,a,68.8372093,x,83.72093023,,0,_,129.3023256,o:,193.4883721,,0,,0,_,216.5322581,a,90.72580645,x,83.46774194,,0,_,179.0322581,o,260.0806452,,0
_axto_-2.TextGrid,,0,_,140.8308004,a,114.4883485,x,56.73758865,,0,_,92.19858156,o:,302.9381966,,0,,0,_,233.8709677,a,158.0645161,x,93.5483871,closure,161.2903226,t burst,41.93548387,o,337.0967742,,0
_axto_-3.TextGrid,,0,_,183.0357143,a,101.5625,x,58.03571429,,0,_,125,o:,312.5,,0,,0,_,202.5773196,a,120.6185567,x,91.2371134,,0,_,191.7525773,o,287.628866,,0
_axtu_.TextGrid,,0,_,218.8715953,a,62.25680934,x,122.5680934,closure,96.30350195,t burst,29.18287938,u:,243.1906615,,0,,0,_,230.2631579,a,89.47368421,x,121.0526316,,0,_,156.5789474,o,236.8421053,,0
_axtu_-2.TextGrid,,0,_,187.254902,a,55.88235294,x,129.4117647,closure,92.15686275,t burst,18.62745098,u:,219.6078431,,0,,0,_,218.9189189,a,114.8648649,x,100,closure,147.2972973,t burst,31.08108108,o,278.3783784,,0
_axtu_-3.TextGrid,,0,_,227.5862069,a,83.90804598,x,102.2988506,closure,127.5862069,t burst,27.5862069,u:,278.1609195,,0,,0,_,226.4423077,a,124.0384615,x,144.2307692,closure,122.5961538,t burst,30.28846154,u,288.4615385,,0
_e___x.TextGrid,,0,_,255.3430821,e:,166.4791901,,0,,0,_,186.7266592,_,74.24071991,x,295.8380202,,0,_,239.2241379,e,177.1551724,,0,,0,_,201.7241379,_,75,x,215.9482759
_e___x-2.TextGrid,,0,_,238.5218365,e:,144.4568869,,0,,0,_,179.1713326,_,55.99104143,x,300.1119821,,0,_,190,e,166.25,,0,,0,_,195,_,53.75,x,201.25
_e__x-3.TextGrid,,0,_,254.8262548,e,150.5791506,,0,closure,51.15830116,k burst,68.53281853,_,71.42857143,x,341.6988417,,0,_,296.5909091,e,192.0454545,,0,,0,_,244.3181818,_,32.95454545,x,304.5454545
_ek__x.TextGrid,,0,_,235.0282486,e,120.9039548,,0,closure,79.0960452,k_ burst,55.36723164,_,68.92655367,x,398.8700565,,0,_,247.4226804,e,167.0103093,,0,closure,112.8865979,k burst,78.86597938,_,139.1752577,x,204.1237113
_ek_x-2.TextGrid,,0,_,194.485842,e,77.49627422,,0,closure,67.06408346,k burst,33.53204173,_,70.78986587,x,170.6408346,,0,_,258.7155963,e,151.3761468,,0,closure,119.7247706,k burst,44.03669725,_,107.3394495,x,276.6055046
_ek__x-3.TextGrid,,0,_,214.922049,e,163.6971047,,0,closure,57.9064588,k_ burst,93.54120267,_,59.02004454,x,329.6213808,,0,_,204.2553191,e,162.1276596,,0,closure,76.59574468,k_ burst,76.59574468,_,103.4042553,x,296.1702128
_i_ke_.TextGrid,,0,_,194.143167,i:,136.659436,,0,closure,104.1214751,k burst,90.02169197,e,246.2039046,,0,,0,_,203.2653061,i,97.95918367,,0,closure,53.87755102,k burst,116.3265306,e,329.3877551,,0
_i_ke_-2.TextGrid,,0,_,210.6360792,i:,106.3607925,,0,closure,118.8738269,k burst,36.49635036,e_,241.9186653,,0,,0,_,211.5207373,i,134.1013825,,0,closure,113.3640553,k burst,60.82949309,e,326.2672811,,0
_i_ke_-3.TextGrid,,0,_,244.4678609,i:,86.40674394,,0,closure,40.04214963,k burst,99.0516333,e,403.5827187,,0,,0,_,282.2580645,i,127.4193548,,0,closure,104.8387097,k burst,98.38709677,e,441.9354839,,0
so_p_.TextGrid,,0,s,204.1587902,o:,155.9546314,,0,closure,120.0378072,p burst,48.20415879,_,120.0378072,,0,,0,s,247.5336323,o,212.5560538,,0,closure,154.7085202,p burst,53.81165919,_,191.0313901,,0
so_p_-2.TextGrid,,0,s,220.3389831,o:,153.5393819,,0,closure,147.557328,p burst,25.9222333,_,86.73978066,,0,,0,s,241.4634146,o,190.2439024,,0,closure,129.2682927,p burst,48.7804878,_,137.804878,,0
so_p_-3.TextGrid,,0,s,206.0353798,o:,175.8584807,,0,closure,131.1134235,p burst,40.58272633,_,143.6004162,,0,,0,s,232.2580645,o,210.1382488,,0,closure,129.9539171,p burst,76.03686636,_,116.1290323,,0
_op_.TextGrid,,0,_,214.0762463,_,74.2913001,,0,closure,105.5718475,p burst,29.3255132,_,151.5151515,,0,,0,_,228.3783784,creak,87.83783784,,0,closure,162.1621622,p burst,39.18918919,_,117.5675676,,0
_op_-2.TextGrid,,0,_,266.9584245,o,80.96280088,,0,closure,117.0678337,p burst,28.4463895,_,161.9256018,,0,,0,_,195.9854015,_,86.49635036,,0,closure,109.4890511,p burst,35.03649635,_,130.2919708,,0
_op_-3.TextGrid,,0,_,231.7429406,_,66.21226874,,0,closure,131.4508277,p burst,22.39532619,_,134.3719572,,0,,0,_,215.3225806,_,81.0483871,,0,closure,104.0322581,p burst,45.96774194,_,182.6612903,,0
taki_.TextGrid,closure,171.1798839,t burst,88.97485493,a,76.40232108,,0,closure,119.9226306,k burst,102.5145068,i:,372.3404255,,0,closure,117.1052632,t burst,90.78947368,a,122.3684211,,0,closure,125,k burst,90.78947368,i,335.5263158,,0
taki_-2.TextGrid,closure,158.5365854,t burst,68.73614191,a,115.2993348,,0,closure,123.059867,k burst,74.27937916,i:,250.5543237,,0,closure,108.2608696,t burst,54.7826087,a,156.5217391,x,150,,0,,0,i,273.9130435,,0
taki_-3.TextGrid,closure,123.7677985,t burst,74.47973713,a,119.3866375,,0,closure,107.3384447,k burst,39.43044907,i:,235.4874042,,0,closure,146.3414634,t burst,74.3902439,a,115.8536585,,0,closure,113.4146341,k burst,52.43902439,i,275.6097561,,0
taku_.TextGrid,closure,158.5106383,t burst,73.40425532,a,84.04255319,,0,closure,131.9148936,k burst ,112.7659574,u:,220.212766,,0,closure,145.8100559,t burst,108.9385475,a,157.5418994,,0,closure,155.8659218,k burst,78.77094972,u,301.6759777,,0
taku_-2.TextGrid,closure,112.3260437,t burst,36.77932406,a,110.3379722,,0,closure,86.48111332,k burst,31.80914513,u:,225.6461233,,0,closure,135.7142857,t burst,71.42857143,a,148.5714286,,0,closure,120,k burst,64.28571429,u,292.8571429,,0
taku_-3.TextGrid,closure,217.6724138,t burst,39.51149425,a,77.5862069,,0,closure,79.02298851,k burst,23.70689655,o:,198.9942529,,0,closure,168.3673469,t burst,107.1428571,a,130.1020408,,0,closure,125.5102041,k burst,75,o,255.6122449,,0
taxpa_.TextGrid,closure,129.8174442,t burst,74.03651116,a,76.06490872,x,140.9736308,closure,176.4705882,p burst,26.36916836,a:,309.3306288,,0,closure,157.6271186,t burst,64.40677966,a,169.4915254,x,110.1694915,closure,162.7118644,p burst,49.15254237,a,389.8305085,,0
taxpa_-2.TextGrid,closure,119.5175439,t burst,93.20175439,a,69.07894737,x,89.9122807,closure,108.5526316,p burst,24.12280702,a:,358.5526316,,0,closure,163.9534884,t burst,83.72093023,a,172.6744186,x,123.8372093,closure,181.3953488,p burst,27.90697674,a,359.3023256,,0
taxpa_-3.TextGrid,closure,111.328125,t burst,41.015625,a,102.5390625,x,93.75,closure,79.1015625,p burst,24.4140625,a:,285.15625,,0,closure,141.4285714,t burst,107.1428571,a,112.8571429,x,144.2857143,closure,138.5714286,p burst,37.14285714,a,277.1428571,,0
taxt_.TextGrid,closure,109.1891892,t burst,50.81081081,a,109.1891892,x,132.972973,closure,88.64864865,t burst,25.94594595,_,152.4324324,,0,closure,118.9189189,t burst,70.27027027,a,127.027027,x,166.2162162,,0,_,152.7027027,_,155.4054054,,0
taxt_-2.TextGrid,closure,133.3333333,t burst,39.08045977,a,125.2873563,x,141.3793103,closure,200,t burst,22.98850575,_,88.50574713,x,190.8045977,closure,146.9879518,t burst,86.74698795,a,109.6385542,x,161.4457831,closure,133.7349398,t burst,15.6626506,_,162.6506024,,0
taxt_-3.TextGrid,closure,91.33489461,t burst,62.06088993,a,118.2669789,x,114.7540984,closure,84.30913349,t burst,17.56440281,_,135.8313817,,0,closure,150,t burst,109.9009901,a,112.8712871,x,127.7227723,,0,_,204.950495,_,166.3366337,,0
taxt_x.TextGrid,closure,111.6856256,t burst,85.83247156,a,67.21820062,x,164.42606,closure,96.1737332,t burst,21.71664943,_,40.33092037,x,255.4291624,closure,182.967033,t burst,80.76923077,a,150,x,156.5934066,closure,159.8901099,t burst,34.61538462,_,57.69230769,x,318.1318681
taxt_x-2.TextGrid,closure,193.9451277,t burst,94.60737938,a,94.60737938,x,58.65657521,closure,122.9895932,t burst,18.92147588,_,83.25449385,x,132.4503311,closure,119.4444444,t burst,75,a,133.3333333,x,72.22222222,,0,_,175,_,141.6666667,x,190.2777778
taxt_x-3.TextGrid,closure,124.0478781,t burst,60.93579978,a,105.5495103,x,138.1936888,closure,79.43416757,t burst,15.23394995,_,72.90533188,x,325.3536453,closure,151.6129032,t burst,67.74193548,a,143.5483871,x,143.5483871,closure,153.2258065,t burst,51.61290323,_,93.5483871,x,198.3870968
t_sax.TextGrid,closure,123.9754098,t burst,45.08196721,_,37.90983607,,0,,0,s,156.7622951,a,127.0491803,x,354.5081967,closure,95.3125,t burst,70.3125,_,71.875,,0,,0,s,195.3125,a,221.875,x,132.8125
t_sax-2.TextGrid,closure,179.6060255,t burst,85.74739282,_,30.12746234,,0,,0,s,199.3047509,a,144.8435689,x,294.3221321,closure,154.6583851,t burst,115.5279503,_,37.26708075,,0,,0,s,318.6335404,a,251.552795,x,393.1677019
t_sax-3.TextGrid,,0,_,122.1374046,_,50.89058524,,0,,0,s,116.2001696,a,139.9491094,x,144.1899915,closure,151.4563107,t burst,45.14563107,_,55.33980583,,0,,0,s,219.9029126,a,216.9902913,x,263.592233
t_si_.TextGrid,closure,117.9302046,t burst,54.15162455,_,113.1167268,,0,,0,s,206.9795427,i:,251.5042118,,0,closure,164.4230769,t burst,96.63461538,_,100.9615385,,0,,0,s,222.1153846,i,259.6153846,,0
t_si_-2.TextGrid,closure,87.31617647,t,32.16911765,a,124.0808824,,0,,0,s,151.6544118,i:,204.0441176,,0,closure,100,t burst,47.43589744,a,139.7435897,,0,,0,s,194.8717949,i,221.7948718,,0
t_si_-3.TextGrid,closure,118.2572614,t burst,68.46473029,_,88.17427386,,0,,0,s,178.4232365,i:,260.373444,,0,closure,140.7582938,t burst,81.04265403,_,112.3222749,,0,,0,s,203.3175355,i,264.4549763,,0
tu_t_x.TextGrid,closure,143.7308869,t burst,78.49133537,u:,128.440367,,0,closure,83.58817533,t burst,36.69724771,_,95.82059123,x,243.6289501,closure,211.5,t burst,111,u,153,,0,closure,148.5,t burst,48,_,123,x,219
tu_t_x-2.TextGrid,closure,226.9372694,t burst,84.87084871,u:,127.3062731,,0,closure,65.49815498,t burst,47.9704797,_,55.35055351,x,261.0701107,closure,160.6635071,t burst,103.7914692,u,170.6161137,,0,closure,127.9620853,t burst,44.07582938,_,115.1658768,x,116.5876777
tu_t_x-3.TextGrid,closure,128.0632411,t burst,85.37549407,u:,122.5296443,,0,closure,65.61264822,t burst,40.31620553,_,41.8972332,x,222.9249012,closure,139.0243902,t burst,96.58536585,u,200.4878049,,0,closure,120,t burst,46.82926829,_,98.04878049,x,254.6341463
vo_ti_.TextGrid,,0,,0,o:,148.4759095,,0,closure,97.34513274,t burst,67.84660767,i:,276.3028515,,0,,0,,0,o,186.9955157,,0,closure,127.8026906,t burst,92.82511211,i,351.1210762,,0
vo_ti_-2.TextGrid,,0,,0,o:,160,,0,closure,101.1111111,t burst,85.55555556,i:,312.2222222,,0,,0,,0,o,120.1923077,,0,closure,92.30769231,t,33.65384615,i,279.8076923,,0
vo_ti_-3.TextGrid,,0,,0,o:,160.2434077,,0,,0,_,189.6551724,i:,311.3590264,,0,,0,,0,o,128.5714286,,0,closure,94.89795918,t burst,53.06122449,i,268.3673469,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baxt_x.TextGrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,