file,shape,vowel,dur_norm,frame,syllable,stress
potə.TextGrid,CVCV,ə,115.2892562,2,2,0
potə-2.TextGrid,CVCV,ə,77.22772277,1,1,1
potə-2.TextGrid,CVCV,ə,105.9405941,1,2,0
potə-2.TextGrid,CVCV,ə,61.67247387,2,1,1
potə-2.TextGrid,CVCV,ə,108.7108014,2,2,0
potə-3.TextGrid,CVCV,ə,63.06306306,1,1,1
potə-3.TextGrid,CVCV,ə,105.1051051,1,2,0
potə-3.TextGrid,CVCV,ə,68.46473029,2,1,1
potə-3.TextGrid,CVCV,ə,115.7676349,2,2,0
ʃaxpə.TextGrid,CaxCV,a,58.47076462,1,1,1
ʃaxpə.TextGrid,CaxCV,ə,52.47376312,1,2,0
ʃaxpə.TextGrid,CaxCV,a,93.33333333,2,1,1
ʃaxpə.TextGrid,CaxCV,ə,77.77777778,2,2,0
ʃaxpə-2.TextGrid,CaxCV,a,82.17592593,1,1,1
ʃaxpə-2.TextGrid,CaxCV,ə,115.7407407,1,2,0
ʃaxpə-2.TextGrid,CaxCV,a,95.45454545,2,1,1
ʃaxpə-2.TextGrid,CaxCV,ə,150,2,2,0
ʃaxpə-3.TextGrid,CaxCV,a,105.9751973,1,1,1
ʃaxpə-3.TextGrid,CaxCV,ə,100.3382187,1,2,0
ʃaxpə-3.TextGrid,CaxCV,a,121.3953488,2,1,1
ʃaxpə-3.TextGrid,CaxCV,ə,132.5581395,2,2,0
ʃaxtəx.TextGrid,CaxCax,a,60.35379813,1,1,1
ʃaxtəx.TextGrid,CaxCax,ə,35.3798127,1,2,0
ʃaxtəx.TextGrid,CaxCax,a,109.223301,2,1,1
ʃaxtəx.TextGrid,CaxCax,ə,71.3592233,2,2,0
ʃaxtəx-2.TextGrid,CaxCax,a,76.4262648,1,1,1
ʃaxtəx-2.TextGrid,CaxCax,ə,79.6555436,1,2,0
ʃaxtəx-2.TextGrid,CaxCax,a,113.1147541,2,1,1
ʃaxtəx-2.TextGrid,CaxCax,ə,76.2295082,2,2,0
ʃaxtəx-3.TextGrid,CaxCax,a,54.71562275,1,1,1
ʃaxtəx-3.TextGrid,CaxCax,ə,44.63642909,1,2,0
ʃaxtəx-3.TextGrid,CaxCax,a,108.2191781,2,1,1
ʃaxtəx-3.TextGrid,CaxCax,ə,112.3287671,2,2,0
ʃaːpəx.TextGrid,CvːCax,a:,175.7402101,1,1,1
ʃaːpəx.TextGrid,CvːCax,ə,51.57593123,1,2,0
ʃaːpəx.TextGrid,CvːCax,a:,112.5925926,2,1,1
ʃaːpəx.TextGrid,CvːCax,ə,54.07407407,2,2,0
ʃaːpəx-2.TextGrid,CvːCax,a:,203.520352,1,1,1
ʃaːpəx-2.TextGrid,CvːCax,ə,51.70517052,1,2,0
ʃaːpəx-2.TextGrid,CvːCax,a:,236.6972477,2,1,1
ʃaːpəx-2.TextGrid,CvːCax,ə,96.33027523,2,2,0
ʃaːpəx-3.TextGrid,CvːCax,a:,173.6111111,1,1,1
ʃaːpəx-3.TextGrid,CvːCax,ə,35.71428571,1,2,0
ʃaːpəx-3.TextGrid,CvːCax,a:,248.3253589,2,1,1
ʃaːpəx-3.TextGrid,CvːCax,ə,80.38277512,2,2,0
saːsuː.TextGrid,CVːCVː,a:,172.907489,1,1,1
saːsuː.TextGrid,CVːCVː,u:,214.7577093,1,2,0
saːsuː.TextGrid,CVːCVː,a:,212.5,2,1,1
saːsuː.TextGrid,CVːCVː,u:,216.25,2,2,0
saːsuː-2.TextGrid,CVːCVː,a:,149.1395793,1,1,1
saːsuː-2.TextGrid,CVːCVː,u:,367.1128107,1,2,0
saːsuː-2.TextGrid,CVːCVː,a:,173.3840304,2,1,1
saːsuː-2.TextGrid,CVːCVː,u:,222.4334601,2,2,0
saːsuː-3.TextGrid,CVːCVː,a:,174.0976645,1,1,1
saːsuː-3.TextGrid,CVːCVː,u:,360.9341826,1,2,0
saːsuː-3.TextGrid,CVːCVː,a:,209.4827586,2,1,1
saːsuː-3.TextGrid,CVːCVː,u:,280.6034483,2,2,0
satiː.TextGrid,CVCVː,a,144.7963801,1,1,0
satiː.TextGrid,CVCVː,i:,322.39819,1,2,1
satiː.TextGrid,CVCVː,a,40.58272633,2,1,0
satiː.TextGrid,CVCVː,i:,64.30801249,2,2,1
satiː-2.TextGrid,CVCVː,a,166.4932362,1,1,0
satiː-2.TextGrid,CVCVː,i:,210.1977107,1,2,1
satiː-2.TextGrid,CVCVː,a,436.3636364,2,1,0
satiː-2.TextGrid,CVCVː,i:,507.2727273,2,2,1
satiː-3.TextGrid,CVCVː,a,132.8200192,1,1,0
satiː-3.TextGrid,CVCVː,i:,263.7151107,1,2,1
satiː-3.TextGrid,CVCVː,a,175.1131222,2,1,0
satiː-3.TextGrid,CVCVː,i:,223.9819005,2,2,1
ʃaxsiː.TextGrid,CaxCVː,a,71.02272727,1,1,0
ʃaxsiː.TextGrid,CaxCVː,i:,171.4015152,1,2,1
ʃaxsiː.TextGrid,CaxCVː,a,126.4705882,2,1,0
ʃaxsiː.TextGrid,CaxCVː,i:,208.8235294,2,2,1
ʃaxsiː-2.TextGrid,CaxCVː,a,75.05285412,1,1,0
ʃaxsiː-2.TextGrid,CaxCVː,i:,278.012685,1,2,1
ʃaxsiː-2.TextGrid,CaxCVː,a,121.7948718,2,1,0
ʃaxsiː-2.TextGrid,CaxCVː,i:,212.8205128,2,2,1
ʃaxsiː-3.TextGrid,CaxCVː,a,75.75757576,1,1,0
ʃaxsiː-3.TextGrid,CaxCVː,i:,284.6320346,1,2,1
ʃaxsiː-3.TextGrid,CaxCVː,a,108.4158416,2,1,0
ʃaxsiː-3.TextGrid,CaxCVː,i:,253.960396,2,2,1
ʃaxtoː.TextGrid,CaxCVː,a,68.8372093,1,1,0
ʃaxtoː.TextGrid,CaxCVː,o:,193.4883721,1,2,1
ʃaxtoː.TextGrid,CaxCVː,a,90.72580645,2,1,0
ʃaxtoː.TextGrid,CaxCVː,o:,260.0806452,2,2,1
ʃaxtoː-2.TextGrid,CaxCVː,a,114.4883485,1,1,0
ʃaxtoː-2.TextGrid,CaxCVː,o:,302.9381966,1,2,1
ʃaxtoː-2.TextGrid,CaxCVː,a,158.0645161,2,1,0
ʃaxtoː-2.TextGrid,CaxCVː,o:,337.0967742,2,2,1
ʃaxtoː-3.TextGrid,CaxCVː,a,101.5625,1,1,0
ʃaxtoː-3.TextGrid,CaxCVː,o:,312.5,1,2,1
ʃaxtoː-3.TextGrid,CaxCVː,a,120.6185567,2,1,0
ʃaxtoː-3.TextGrid,CaxCVː,o:,287.628866,2,2,1
ʃaxtuː.TextGrid,CaxCVː,a,62.25680934,1,1,0
ʃaxtuː.TextGrid,CaxCVː,u:,243.1906615,1,2,1
ʃaxtuː.TextGrid,CaxCVː,a,89.47368421,2,1,0
ʃaxtuː.TextGrid,CaxCVː,o:,236.8421053,2,2,1
ʃaxtuː-2.TextGrid,CaxCVː,a,55.88235294,1,1,0
ʃaxtuː-2.TextGrid,CaxCVː,u:,219.6078431,1,2,1
ʃaxtuː-2.TextGrid,CaxCVː,a,114.8648649,2,1,0
ʃaxtuː-2.TextGrid,CaxCVː,o:,278.3783784,2,2,1
ʃaxtuː-3.TextGrid,CaxCVː,a,83.90804598,1,1,0
ʃaxtuː-3.TextGrid,CaxCVː,u:,278.1609195,1,2,1
ʃaxtuː-3.TextGrid,CaxCVː,a,124.0384615,2,1,0
ʃaxtuː-3.TextGrid,CaxCVː,u:,288.4615385,2,2,1
ʃeːʃəx.TextGrid,CvːCax,e:,166.4791901,1,1,1
ʃeːʃəx.TextGrid,CvːCax,ə,74.24071991,1,2,0
ʃeːʃəx.TextGrid,CvːCax,e:,177.1551724,2,1,1
ʃeːʃəx.TextGrid,CvːCax,ə,75,2,2,0
ʃeːʃəx-2.TextGrid,CvːCax,e:,144.4568869,1,1,1
ʃeːʃəx-2.TextGrid,CvːCax,ə,55.99104143,1,2,0
ʃeːʃəx-2.TextGrid,CvːCax,e:,166.25,2,1,1
ʃeːʃəx-2.TextGrid,CvːCax,ə,53.75,2,2,0
ʃeːʃəx-3.TextGrid,CvːCax,e:,150.5791506,1,1,1
ʃeːʃəx-3.TextGrid,CvːCax,ə,71.42857143,1,2,0
ʃeːʃəx-3.TextGrid,CvːCax,e:,192.0454545,2,1,1
ʃeːʃəx-3.TextGrid,CvːCax,ə,32.95454545,2,2,0
ʃekʲəx.TextGrid,CVCax,e,120.9039548,1,1,0
ʃekʲəx.TextGrid,CVCax,ə,68.92655367,1,2,1
ʃekʲəx.TextGrid,CVCax,e,167.0103093,2,1,0
ʃekʲəx.TextGrid,CVCax,ə,139.1752577,2,2,1
ʃekəx-2.TextGrid,CVCax,e,77.49627422,1,1,0
ʃekəx-2.TextGrid,CVCax,ə,70.78986587,1,2,1
ʃekəx-2.TextGrid,CVCax,e,151.3761468,2,1,0
ʃekəx-2.TextGrid,CVCax,ə,107.3394495,2,2,1
ʃekʲəx-3.TextGrid,CVCax,e,163.6971047,1,1,0
ʃekʲəx-3.TextGrid,CVCax,ə,59.02004454,1,2,1
ʃekʲəx-3.TextGrid,CVCax,e,162.1276596,2,1,0
ʃekʲəx-3.TextGrid,CVCax,ə,103.4042553,2,2,1
ʃiːkeː.TextGrid,CVːCVː,i:,136.659436,1,1,1
ʃiːkeː.TextGrid,CVːCVː,e:,246.2039046,1,2,0
ʃiːkeː.TextGrid,CVːCVː,i:,97.95918367,2,1,1
ʃiːkeː.TextGrid,CVːCVː,e:,329.3877551,2,2,0
ʃiːkeː-2.TextGrid,CVːCVː,i:,106.3607925,1,1,1
ʃiːkeː-2.TextGrid,CVːCVː,e:,241.9186653,1,2,0
ʃiːkeː-2.TextGrid,CVːCVː,i:,134.1013825,2,1,1
ʃiːkeː-2.TextGrid,CVːCVː,e:,326.2672811,2,2,0
ʃiːkeː-3.TextGrid,CVːCVː,i:,86.40674394,1,1,1
ʃiːkeː-3.TextGrid,CVːCVː,e:,403.5827187,1,2,0
ʃiːkeː-3.TextGrid,CVːCVː,i:,127.4193548,2,1,1
ʃiːkeː-3.TextGrid,CVːCVː,e:,441.9354839,2,2,0
soːpə.TextGrid,CVːCV,o:,155.9546314,1,1,1
soːpə.TextGrid,CVːCV,ə,120.0378072,1,2,0
soːpə.TextGrid,CVːCV,o:,212.5560538,2,1,1
soːpə.TextGrid,CVːCV,ə,191.0313901,2,2,0
soːpə-2.TextGrid,CVːCV,o:,153.5393819,1,1,1
soːpə-2.TextGrid,CVːCV,ə,86.73978066,1,2,0
soːpə-2.TextGrid,CVːCV,o:,190.2439024,2,1,1
soːpə-2.TextGrid,CVːCV,ə,137.804878,2,2,0
soːpə-3.TextGrid,CVːCV,o:,175.8584807,1,1,1
soːpə-3.TextGrid,CVːCV,ə,143.6004162,1,2,0
soːpə-3.TextGrid,CVːCV,o:,210.1382488,2,1,1
soːpə-3.TextGrid,CVːCV,ə,116.1290323,2,2,0
ʃopə.TextGrid,CVCV,o,74.2913001,1,1,1
ʃopə.TextGrid,CVCV,ə,151.5151515,1,2,0
ʃopə.TextGrid,CVCV,o,87.83783784,2,1,1
ʃopə.TextGrid,CVCV,ə,117.5675676,2,2,0
ʃopə-2.TextGrid,CVCV,o,80.96280088,1,1,1
ʃopə-2.TextGrid,CVCV,ə,161.9256018,1,2,0
ʃopə-2.TextGrid,CVCV,o,86.49635036,2,1,1
ʃopə-2.TextGrid,CVCV,ə,130.2919708,2,2,0
ʃopə-3.TextGrid,CVCV,o,66.21226874,1,1,1
ʃopə-3.TextGrid,CVCV,ə,134.3719572,1,2,0
ʃopə-3.TextGrid,CVCV,o,81.0483871,2,1,1
ʃopə-3.TextGrid,CVCV,ə,182.6612903,2,2,0
takiː.TextGrid,CVCVː,a,76.40232108,1,1,0
takiː.TextGrid,CVCVː,i:,372.3404255,1,2,1
takiː.TextGrid,CVCVː,a,122.3684211,2,1,0
takiː.TextGrid,CVCVː,i:,335.5263158,2,2,1
takiː-2.TextGrid,CVCVː,a,115.2993348,1,1,0
takiː-2.TextGrid,CVCVː,i:,250.5543237,1,2,1
takiː-2.TextGrid,CVCVː,a,156.5217391,2,1,0
takiː-2.TextGrid,CVCVː,i:,273.9130435,2,2,1
takiː-3.TextGrid,CVCVː,a,119.3866375,1,1,0
takiː-3.TextGrid,CVCVː,i:,235.4874042,1,2,1
takiː-3.TextGrid,CVCVː,a,115.8536585,2,1,0
takiː-3.TextGrid,CVCVː,i:,275.6097561,2,2,1
takuː.TextGrid,CVCVː,a,84.04255319,1,1,0
takuː.TextGrid,CVCVː,u:,220.212766,1,2,1
takuː.TextGrid,CVCVː,a,157.5418994,2,1,0
takuː.TextGrid,CVCVː,u:,301.6759777,2,2,1
takuː-2.TextGrid,CVCVː,a,110.3379722,1,1,0
takuː-2.TextGrid,CVCVː,u:,225.6461233,1,2,1
takuː-2.TextGrid,CVCVː,a,148.5714286,2,1,0
takuː-2.TextGrid,CVCVː,u:,292.8571429,2,2,1
takuː-3.TextGrid,CVCVː,a,77.5862069,1,1,0
takuː-3.TextGrid,CVCVː,o:,198.9942529,1,2,1
takuː-3.TextGrid,CVCVː,a,130.1020408,2,1,0
takuː-3.TextGrid,CVCVː,o:,255.6122449,2,2,1
taxpaː.TextGrid,CaxCVː,a,76.06490872,1,1,0
taxpaː.TextGrid,CaxCVː,a:,309.3306288,1,2,1
taxpaː.TextGrid,CaxCVː,a,169.4915254,2,1,0
taxpaː.TextGrid,CaxCVː,a:,389.8305085,2,2,1
taxpaː-2.TextGrid,CaxCVː,a,69.07894737,1,1,0
taxpaː-2.TextGrid,CaxCVː,a:,358.5526316,1,2,1
taxpaː-2.TextGrid,CaxCVː,a,172.6744186,2,1,0
taxpaː-2.TextGrid,CaxCVː,a:,359.3023256,2,2,1
taxpaː-3.TextGrid,CaxCVː,a,102.5390625,1,1,0
taxpaː-3.TextGrid,CaxCVː,a:,285.15625,1,2,1
taxpaː-3.TextGrid,CaxCVː,a,112.8571429,2,1,0
taxpaː-3.TextGrid,CaxCVː,a:,277.1428571,2,2,1
taxtə.TextGrid,CaxCV,a,109.1891892,1,1,1
taxtə.TextGrid,CaxCV,ə,152.4324324,1,2,0
taxtə.TextGrid,CaxCV,a,127.027027,2,1,1
taxtə.TextGrid,CaxCV,ə,155.4054054,2,2,0
taxtə-2.TextGrid,CaxCV,a,125.2873563,1,1,1
taxtə-2.TextGrid,CaxCV,ə,88.50574713,1,2,0
taxtə-2.TextGrid,CaxCV,a,109.6385542,2,1,1
taxtə-2.TextGrid,CaxCV,ə,162.6506024,2,2,0
taxtə-3.TextGrid,CaxCV,a,118.2669789,1,1,1
taxtə-3.TextGrid,CaxCV,ə,135.8313817,1,2,0
taxtə-3.TextGrid,CaxCV,a,112.8712871,2,1,1
taxtə-3.TextGrid,CaxCV,ə,166.3366337,2,2,0
taxtəx.TextGrid,CaxCax,a,67.21820062,1,1,1
taxtəx.TextGrid,CaxCax,ə,40.33092037,1,2,0
taxtəx.TextGrid,CaxCax,a,150,2,1,1
taxtəx.TextGrid,CaxCax,ə,57.69230769,2,2,0
taxtəx-2.TextGrid,CaxCax,a,94.60737938,1,1,1
taxtəx-2.TextGrid,CaxCax,ə,83.25449385,1,2,0
taxtəx-2.TextGrid,CaxCax,a,133.3333333,2,1,1
taxtəx-2.TextGrid,CaxCax,ə,141.6666667,2,2,0
taxtəx-3.TextGrid,CaxCax,a,105.5495103,1,1,1
taxtəx-3.TextGrid,CaxCax,ə,72.90533188,1,2,0
taxtəx-3.TextGrid,CaxCax,a,143.5483871,2,1,1
taxtəx-3.TextGrid,CaxCax,ə,93.5483871,2,2,0
təsax.TextGrid,CVCax,ə,37.90983607,1,1,0
təsax.TextGrid,CVCax,a,127.0491803,1,2,1
təsax.TextGrid,CVCax,ə,71.875,2,1,0
təsax.TextGrid,CVCax,a,221.875,2,2,1
təsax-2.TextGrid,CVCax,ə,30.12746234,1,1,0
təsax-2.TextGrid,CVCax,a,144.8435689,1,2,1
təsax-2.TextGrid,CVCax,ə,37.26708075,2,1,0
təsax-2.TextGrid,CVCax,a,251.552795,2,2,1
təsax-3.TextGrid,CVCax,ə,50.89058524,1,1,0
təsax-3.TextGrid,CVCax,a,139.9491094,1,2,1
təsax-3.TextGrid,CVCax,ə,55.33980583,2,1,0
təsax-3.TextGrid,CVCax,a,216.9902913,2,2,1
təsiː.TextGrid,CVCVː,ə,113.1167268,1,1,0
təsiː.TextGrid,CVCVː,i:,251.5042118,1,2,1
təsiː.TextGrid,CVCVː,ə,100.9615385,2,1,0
təsiː.TextGrid,CVCVː,i:,259.6153846,2,2,1
təsiː-2.TextGrid,CVCVː,ə,124.0808824,1,1,0
təsiː-2.TextGrid,CVCVː,i:,204.0441176,1,2,1
təsiː-2.TextGrid,CVCVː,ə,139.7435897,2,1,0
təsiː-2.TextGrid,CVCVː,i:,221.7948718,2,2,1
təsiː-3.TextGrid,CVCVː,ə,88.17427386,1,1,0
təsiː-3.TextGrid,CVCVː,i:,260.373444,1,2,1
təsiː-3.TextGrid,CVCVː,ə,112.3222749,2,1,0
təsiː-3.TextGrid,CVCVː,i:,264.4549763,2,2,1
tuːtəx.TextGrid,CvːCax,u:,128.440367,1,1,1
tuːtəx.TextGrid,CvːCax,ə,95.82059123,1,2,0
tuːtəx.TextGrid,CvːCax,u:,153,2,1,1
tuːtəx.TextGrid,CvːCax,ə,123,2,2,0
tuːtəx-2.TextGrid,CvːCax,u:,127.3062731,1,1,1
tuːtəx-2.TextGrid,CvːCax,ə,55.35055351,1,2,0
tuːtəx-2.TextGrid,CvːCax,u:,170.6161137,2,1,1
tuːtəx-2.TextGrid,CvːCax,ə,115.1658768,2,2,0
tuːtəx-3.TextGrid,CvːCax,u:,122.5296443,1,1,1
tuːtəx-3.TextGrid,CvːCax,ə,41.8972332,1,2,0
tuːtəx-3.TextGrid,CvːCax,u:,200.4878049,2,1,1
tuːtəx-3.TextGrid,CvːCax,ə,98.04878049,2,2,0
voːtiː.TextGrid,CVːCVː,o:,148.4759095,1,1,1
voːtiː.TextGrid,CVːCVː,i:,276.3028515,1,2,0
voːtiː.TextGrid,CVːCVː,o:,186.9955157,2,1,1
voːtiː.TextGrid,CVːCVː,i:,351.1210762,2,2,0
voːtiː-2.TextGrid,CVːCVː,o:,160,1,1,1
voːtiː-2.TextGrid,CVːCVː,i:,312.2222222,1,2,0
voːtiː-2.TextGrid,CVːCVː,o:,120.1923077,2,1,1
voːtiː-2.TextGrid,CVːCVː,i:,279.8076923,2,2,0
voːtiː-3.TextGrid,CVːCVː,o:,160.2434077,1,1,1
voːtiː-3.TextGrid,CVːCVː,i:,311.3590264,1,2,0
voːtiː-3.TextGrid,CVːCVː,o:,128.5714286,2,1,1
voːtiː-3.TextGrid,CVːCVː,i:,268.3673469,2,2,0
